MODL,REPL,MTHD,SUPP_MTHD,SUPP,BRLN
100M1,R0,FastTree,local,100.0,0.74394
100M1,R0,FastTree,local,99.9,0.32688
100M1,R0,FastTree,local,100.0,0.66161
100M1,R0,FastTree,local,43.4,0.01163
100M1,R0,FastTreeDbl,local,98.7,0.222204834
100M1,R0,FastTreeDbl,local,100.0,0.411182513
100M1,R0,FastTreeDbl,local,100.0,0.493294159
100M1,R0,FastTreeDbl,local,91.7,0.167631811
100M1,R0,FastTreeDbl,local,97.89999999999999,0.222990807
100M1,R0,FastTreeDbl,local,100.0,0.823252677
100M1,R0,FastTreeDbl,local,100.0,0.702143331
100M1,R0,FastTreeDbl,local,89.8,0.18534542
100M1,R0,FastTreeDbl,local,100.0,1.117909467
100M1,R0,FastTreeDbl,local,100.0,1.337909766
100M1,R0,FastTreeDbl,local,100.0,0.464870113
100M1,R0,FastTreeDbl,local,100.0,0.132474256
100M1,R0,FastTreeDbl,local,100.0,0.227351016
100M1,R0,FastTreeDbl,local,100.0,0.209338079
100M1,R0,FastTreeDbl,local,100.0,0.113812528
100M1,R0,FastTreeDbl,local,100.0,0.158062857
100M1,R0,FastTreeDbl,local,99.1,0.088156432
100M1,R0,FastTreeDbl,local,74.9,0.024061989
100M1,R0,FastTreeDbl,local,87.2,0.033614992
100M1,R0,FastTreeDbl,local,88.6,0.05580662
100M1,R0,FastTreeDbl,local,91.60000000000001,0.12513027
100M1,R0,FastTreeDbl,local,98.2,0.265922801
100M1,R0,FastTreeDbl,local,71.89999999999999,0.050504457
100M1,R0,FastTreeDbl,local,100.0,0.388263174
100M1,R0,FastTreeDbl,local,94.19999999999999,0.01250277
100M1,R0,FastTreeDbl,local,51.2,0.006486359
100M1,R0,FastTreeDbl,local,82.39999999999999,0.024716978
100M1,R0,FastTreeDbl,local,99.9,0.152210251
100M1,R0,FastTreeDbl,local,96.7,0.171825798
100M1,R0,FastTreeDbl,local,99.1,0.344811675
100M1,R0,FastTreeDbl,local,84.39999999999999,0.104420353
100M1,R0,FastTreeDbl,local,96.2,0.187865664
100M1,R0,FastTreeDbl,local,100.0,0.559120559
100M1,R0,FastTreeDbl,local,99.7,0.299727308
100M1,R0,FastTreeDbl,local,96.7,0.091245463
100M1,R0,FastTreeDbl,local,86.8,0.09718594
100M1,R0,FastTreeDbl,local,100.0,0.7224598
100M1,R0,FastTreeDbl,local,100.0,0.238875723
100M1,R0,FastTreeDbl,local,100.0,0.467077539
100M1,R0,FastTreeDbl,local,100.0,0.302273094
100M1,R0,FastTreeDbl,local,100.0,0.381279393
100M1,R0,FastTreeDbl,local,96.89999999999999,0.124350003
100M1,R0,FastTreeDbl,local,100.0,0.175124085
100M1,R0,FastTreeDbl,local,85.39999999999999,0.03249315
100M1,R0,FastTreeDbl,local,100.0,0.186801559
100M1,R0,FastTreeDbl,local,99.7,0.103078313
100M1,R0,FastTreeDbl,local,100.0,0.157374504
100M1,R0,FastTreeDbl,local,100.0,0.144107443
100M1,R0,FastTreeDbl,local,76.0,0.03127216
100M1,R0,FastTreeDbl,local,100.0,0.195973565
100M1,R0,FastTreeDbl,local,100.0,0.030326509
100M1,R0,FastTreeDbl,local,100.0,0.387707303
100M1,R0,FastTreeDbl,local,98.4,0.125525332
100M1,R0,FastTreeDbl,local,99.8,0.25634872
100M1,R0,FastTreeDbl,local,100.0,0.293633096
100M1,R0,FastTreeDbl,local,100.0,0.407345265
100M1,R0,FastTreeDbl,local,68.60000000000001,0.017284971
100M1,R0,FastTreeDbl,local,99.9,0.428938981
100M1,R0,FastTreeDbl,local,93.0,0.140076458
100M1,R0,FastTreeDbl,local,81.6,0.060328759
100M1,R0,FastTreeDbl,local,99.2,0.234935001
100M1,R0,FastTreeDbl,local,89.1,0.079312943
100M1,R0,FastTreeDbl,local,100.0,0.847188834
100M1,R0,FastTreeDbl,local,100.0,0.06096289
100M1,R0,FastTreeDbl,local,99.5,0.022678944
100M1,R0,FastTreeDbl,local,100.0,0.199074115
100M1,R0,FastTreeDbl,local,88.2,0.051541985
100M1,R0,FastTreeDbl,local,100.0,0.272671336
100M1,R0,FastTreeDbl,local,100.0,0.184180458
100M1,R0,FastTreeDbl,local,98.5,0.138961108
100M1,R0,FastTreeDbl,local,99.6,0.161519393
100M1,R0,FastTreeDbl,local,100.0,0.269034612
100M1,R0,FastTreeDbl,local,100.0,0.751532675
100M1,R0,FastTreeDbl,local,99.9,0.357424785
100M1,R0,FastTreeDbl,local,99.9,0.314811553
100M1,R0,FastTreeDbl,local,88.9,0.112349906
100M1,R0,FastTreeDbl,local,89.3,0.079807569
100M1,R0,FastTreeDbl,local,100.0,0.677805081
100M1,R0,FastTreeDbl,local,94.89999999999999,0.088349049
100M1,R0,FastTreeDbl,local,98.7,0.142109721
100M1,R0,FastTreeDbl,local,99.4,0.196585297
100M1,R0,FastTreeDbl,local,92.7,0.117242881
100M1,R0,FastTreeDbl,local,82.69999999999999,0.07356057
100M1,R0,FastTreeDbl,local,84.8,0.073053737
100M1,R0,FastTreeDbl,local,93.5,0.11920332
100M1,R0,FastTreeDbl,local,100.0,0.278850607
100M1,R0,FastTreeDbl,local,82.69999999999999,0.047073967
100M1,R0,FastTreeDbl,local,74.5,0.077179913
100M1,R0,FastTreeDbl,local,100.0,0.744679948
100M1,R0,FastTreeDbl,local,99.9,0.327050007
100M1,R0,FastTreeDbl,local,100.0,0.662148558
100M1,R0,FastTreeDbl,local,56.2,0.011592943
100M1,R0,FastTreeDbl,bootstrap,100.0,1.33791
100M1,R0,FastTreeDbl,bootstrap,100.0,0.464870113
100M1,R0,FastTreeDbl,bootstrap,100.0,0.132474256
100M1,R0,FastTreeDbl,bootstrap,100.0,0.227351016
100M1,R0,FastTreeDbl,bootstrap,100.0,0.209338079
100M1,R0,FastTreeDbl,bootstrap,100.0,0.113812528
100M1,R0,FastTreeDbl,bootstrap,100.0,0.158062857
100M1,R0,FastTreeDbl,bootstrap,100.0,0.088156432
100M1,R0,FastTreeDbl,bootstrap,100.0,0.024061989
100M1,R0,FastTreeDbl,bootstrap,100.0,0.033614992
100M1,R0,FastTreeDbl,bootstrap,100.0,0.05580662
100M1,R0,FastTreeDbl,bootstrap,100.0,0.12513027
100M1,R0,FastTreeDbl,bootstrap,100.0,0.265922801
100M1,R0,FastTreeDbl,bootstrap,100.0,1.117909467
100M1,R0,FastTreeDbl,bootstrap,100.0,0.388263174
100M1,R0,FastTreeDbl,bootstrap,100.0,0.01250277
100M1,R0,FastTreeDbl,bootstrap,0.0,0.006486359
100M1,R0,FastTreeDbl,bootstrap,100.0,0.024716978
100M1,R0,FastTreeDbl,bootstrap,100.0,0.152210251
100M1,R0,FastTreeDbl,bootstrap,100.0,0.171825798
100M1,R0,FastTreeDbl,bootstrap,100.0,0.344811675
100M1,R0,FastTreeDbl,bootstrap,100.0,0.104420353
100M1,R0,FastTreeDbl,bootstrap,100.0,0.823252677
100M1,R0,FastTreeDbl,bootstrap,100.0,0.702143331
100M1,R0,FastTreeDbl,bootstrap,100.0,0.18534542
100M1,R0,FastTreeDbl,bootstrap,100.0,0.299727308
100M1,R0,FastTreeDbl,bootstrap,100.0,0.091245463
100M1,R0,FastTreeDbl,bootstrap,100.0,0.09718594
100M1,R0,FastTreeDbl,bootstrap,100.0,0.7224598
100M1,R0,FastTreeDbl,bootstrap,100.0,0.238875723
100M1,R0,FastTreeDbl,bootstrap,100.0,0.467077539
100M1,R0,FastTreeDbl,bootstrap,100.0,0.302273094
100M1,R0,FastTreeDbl,bootstrap,100.0,0.381279393
100M1,R0,FastTreeDbl,bootstrap,0.0,0.124350003
100M1,R0,FastTreeDbl,bootstrap,100.0,0.175124085
100M1,R0,FastTreeDbl,bootstrap,100.0,0.03249315
100M1,R0,FastTreeDbl,bootstrap,100.0,0.186801559
100M1,R0,FastTreeDbl,bootstrap,100.0,0.103078313
100M1,R0,FastTreeDbl,bootstrap,100.0,0.157374504
100M1,R0,FastTreeDbl,bootstrap,100.0,0.144107443
100M1,R0,FastTreeDbl,bootstrap,100.0,0.03127216
100M1,R0,FastTreeDbl,bootstrap,100.0,0.195973565
100M1,R0,FastTreeDbl,bootstrap,100.0,0.030326509
100M1,R0,FastTreeDbl,bootstrap,100.0,0.387707303
100M1,R0,FastTreeDbl,bootstrap,100.0,0.125525332
100M1,R0,FastTreeDbl,bootstrap,100.0,0.25634872
100M1,R0,FastTreeDbl,bootstrap,100.0,0.293633096
100M1,R0,FastTreeDbl,bootstrap,100.0,0.407345265
100M1,R0,FastTreeDbl,bootstrap,100.0,0.017284971
100M1,R0,FastTreeDbl,bootstrap,100.0,0.428938981
100M1,R0,FastTreeDbl,bootstrap,100.0,0.140076458
100M1,R0,FastTreeDbl,bootstrap,100.0,0.222204834
100M1,R0,FastTreeDbl,bootstrap,100.0,0.411182513
100M1,R0,FastTreeDbl,bootstrap,100.0,0.493294159
100M1,R0,FastTreeDbl,bootstrap,0.0,0.167631811
100M1,R0,FastTreeDbl,bootstrap,100.0,0.222990807
100M1,R0,FastTreeDbl,bootstrap,100.0,0.079312943
100M1,R0,FastTreeDbl,bootstrap,100.0,0.847188834
100M1,R0,FastTreeDbl,bootstrap,100.0,0.06096289
100M1,R0,FastTreeDbl,bootstrap,100.0,0.022678944
100M1,R0,FastTreeDbl,bootstrap,100.0,0.199074115
100M1,R0,FastTreeDbl,bootstrap,100.0,0.051541985
100M1,R0,FastTreeDbl,bootstrap,100.0,0.272671336
100M1,R0,FastTreeDbl,bootstrap,100.0,0.184180458
100M1,R0,FastTreeDbl,bootstrap,100.0,0.138961108
100M1,R0,FastTreeDbl,bootstrap,100.0,0.161519393
100M1,R0,FastTreeDbl,bootstrap,100.0,0.269034612
100M1,R0,FastTreeDbl,bootstrap,100.0,0.751532675
100M1,R0,FastTreeDbl,bootstrap,100.0,0.357424785
100M1,R0,FastTreeDbl,bootstrap,100.0,0.314811553
100M1,R0,FastTreeDbl,bootstrap,0.0,0.112349906
100M1,R0,FastTreeDbl,bootstrap,100.0,0.079807569
100M1,R0,FastTreeDbl,bootstrap,100.0,0.677805081
100M1,R0,FastTreeDbl,bootstrap,0.0,0.088349049
100M1,R0,FastTreeDbl,bootstrap,100.0,0.142109721
100M1,R0,FastTreeDbl,bootstrap,100.0,0.196585297
100M1,R0,FastTreeDbl,bootstrap,100.0,0.117242881
100M1,R0,FastTreeDbl,bootstrap,0.0,0.07356057
100M1,R0,FastTreeDbl,bootstrap,0.0,0.073053737
100M1,R0,FastTreeDbl,bootstrap,0.0,0.11920332
100M1,R0,FastTreeDbl,bootstrap,100.0,0.278850607
100M1,R0,FastTreeDbl,bootstrap,100.0,0.047073967
100M1,R0,FastTreeDbl,bootstrap,100.0,0.077179913
100M1,R0,FastTreeDbl,bootstrap,100.0,0.744679948
100M1,R0,FastTreeDbl,bootstrap,100.0,0.327050007
100M1,R0,FastTreeDbl,bootstrap,100.0,0.662148558
100M1,R0,FastTreeDbl,bootstrap,0.0,0.011592943
100M1,R0,FastTreeDbl,bootstrap,100.0,0.234935001
100M1,R0,FastTreeDbl,bootstrap,100.0,0.060328759
100M1,R0,FastTreeDbl,bootstrap,100.0,0.559120559
100M1,R0,FastTreeDbl,bootstrap,100.0,0.187865664
100M1,R0,FastTreeDbl,bootstrap,0.0,0.050504457
100M1,R1,FastTree,local,100.0,0.11967
100M1,R1,FastTree,local,91.4,0.08469
100M1,R1,FastTree,local,100.0,0.71017
100M1,R1,FastTree,local,97.1,0.28149
100M1,R1,FastTree,local,100.0,0.86014
100M1,R1,FastTree,local,100.0,0.21971
100M1,R1,FastTree,local,100.0,0.21983
100M1,R1,FastTree,local,91.9,0.07629
100M1,R1,FastTree,local,100.0,0.31596
100M1,R1,FastTree,local,100.0,0.82102
100M1,R1,FastTree,local,100.0,0.13221
100M1,R1,FastTree,local,76.5,0.0363
100M1,R1,FastTree,local,98.1,0.14238
100M1,R1,FastTree,local,90.60000000000001,0.0813
100M1,R1,FastTree,local,97.7,0.22955
100M1,R1,FastTree,local,75.0,0.09508
100M1,R1,FastTree,local,100.0,0.59585
100M1,R1,FastTree,local,99.9,0.54723
100M1,R1,FastTree,local,100.0,0.45581
100M1,R1,FastTree,local,91.2,0.12578
100M1,R1,FastTree,local,100.0,0.74679
100M1,R1,FastTree,local,100.0,0.24318
100M1,R1,FastTree,local,100.0,0.2186
100M1,R1,FastTree,local,96.1,0.10547
100M1,R1,FastTree,local,100.0,0.26501
100M1,R1,FastTree,local,53.900000000000006,0.01498
100M1,R1,FastTree,local,100.0,0.36936
100M1,R1,FastTree,local,100.0,0.51662
100M1,R1,FastTree,local,100.0,0.06561
100M1,R1,FastTree,local,100.0,0.16386
100M1,R1,FastTree,local,100.0,0.25412
100M1,R1,FastTree,local,99.1,0.1935
100M1,R1,FastTree,local,99.9,0.26759
100M1,R1,FastTree,local,97.8,0.12949
100M1,R1,FastTree,local,99.7,0.1171
100M1,R1,FastTree,local,100.0,0.25284
100M1,R1,FastTree,local,99.3,0.10772
100M1,R1,FastTree,local,100.0,0.30068
100M1,R1,FastTree,local,100.0,0.22041
100M1,R1,FastTree,local,100.0,0.26413
100M1,R1,FastTree,local,95.39999999999999,0.1059
100M1,R1,FastTree,local,100.0,0.25518
100M1,R1,FastTree,local,98.5,0.17487
100M1,R1,FastTree,local,99.8,0.12468
100M1,R1,FastTree,local,100.0,0.38669
100M1,R1,FastTree,local,100.0,0.19839
100M1,R1,FastTree,local,91.9,0.05084
100M1,R1,FastTree,local,96.5,0.09507
100M1,R1,FastTree,local,100.0,0.31609
100M1,R1,FastTree,local,98.5,0.19215
100M1,R1,FastTree,local,98.8,0.15872
100M1,R1,FastTree,local,95.7,0.09319
100M1,R1,FastTree,local,99.8,0.22514
100M1,R1,FastTree,local,87.8,0.08798
100M1,R1,FastTree,local,90.60000000000001,0.09181
100M1,R1,FastTree,local,100.0,0.2309
100M1,R1,FastTree,local,100.0,0.18852
100M1,R1,FastTree,local,99.5,0.14052
100M1,R1,FastTree,local,77.5,0.02629
100M1,R1,FastTree,local,100.0,0.29225
100M1,R1,FastTree,local,100.0,0.40711
100M1,R1,FastTree,local,100.0,0.26208
100M1,R1,FastTree,local,100.0,0.20764
100M1,R1,FastTree,local,80.4,0.05536
100M1,R1,FastTree,local,100.0,0.41698
100M1,R1,FastTree,local,98.1,0.16991
100M1,R1,FastTree,local,100.0,0.53664
100M1,R1,FastTree,local,95.6,0.21439
100M1,R1,FastTree,local,97.0,0.14382
100M1,R1,FastTree,local,100.0,0.58659
100M1,R1,FastTree,local,89.0,0.13884
100M1,R1,FastTree,local,98.7,0.20538
100M1,R1,FastTree,local,75.2,0.04861
100M1,R1,FastTree,local,100.0,0.5342
100M1,R1,FastTree,local,93.8,0.13244
100M1,R1,FastTree,local,79.3,0.04512
100M1,R1,FastTree,local,100.0,0.40423
100M1,R1,FastTree,local,99.3,0.25484
100M1,R1,FastTree,local,94.89999999999999,0.12812
100M1,R1,FastTree,local,97.0,0.13897
100M1,R1,FastTree,local,81.8,0.08046
100M1,R1,FastTree,local,100.0,0.31083
100M1,R1,FastTree,local,86.1,0.05938
100M1,R1,FastTree,local,97.1,0.08746
100M1,R1,FastTree,local,100.0,0.61177
100M1,R1,FastTree,local,100.0,0.61941
100M1,R1,FastTreeDbl,local,100.0,0.119665364
100M1,R1,FastTreeDbl,local,91.4,0.084745027
100M1,R1,FastTreeDbl,local,100.0,0.710176889
100M1,R1,FastTreeDbl,local,97.1,0.281510291
100M1,R1,FastTreeDbl,local,100.0,0.860156547
100M1,R1,FastTreeDbl,local,100.0,0.219732041
100M1,R1,FastTreeDbl,local,100.0,0.219912738
100M1,R1,FastTreeDbl,local,92.10000000000001,0.076290602
100M1,R1,FastTreeDbl,local,100.0,0.315639265
100M1,R1,FastTreeDbl,local,100.0,0.821058226
100M1,R1,FastTreeDbl,local,100.0,0.132210049
100M1,R1,FastTreeDbl,local,76.3,0.036299697
100M1,R1,FastTreeDbl,local,98.1,0.142397189
100M1,R1,FastTreeDbl,local,90.4,0.081445259
100M1,R1,FastTreeDbl,local,97.7,0.229564985
100M1,R1,FastTreeDbl,local,73.1,0.095129883
100M1,R1,FastTreeDbl,local,100.0,0.595859024
100M1,R1,FastTreeDbl,local,99.9,0.547325456
100M1,R1,FastTreeDbl,local,100.0,0.456019609
100M1,R1,FastTreeDbl,local,90.9,0.125817412
100M1,R1,FastTreeDbl,local,100.0,0.7468523
100M1,R1,FastTreeDbl,local,100.0,0.243199951
100M1,R1,FastTreeDbl,local,100.0,0.218610133
100M1,R1,FastTreeDbl,local,96.1,0.105473611
100M1,R1,FastTreeDbl,local,100.0,0.265031875
100M1,R1,FastTreeDbl,local,48.699999999999996,0.01494004
100M1,R1,FastTreeDbl,local,100.0,0.369411991
100M1,R1,FastTreeDbl,local,100.0,0.516548983
100M1,R1,FastTreeDbl,local,100.0,0.065657247
100M1,R1,FastTreeDbl,local,100.0,0.163910227
100M1,R1,FastTreeDbl,local,100.0,0.254183531
100M1,R1,FastTreeDbl,local,99.1,0.193402606
100M1,R1,FastTreeDbl,local,99.9,0.267614452
100M1,R1,FastTreeDbl,local,97.6,0.129634955
100M1,R1,FastTreeDbl,local,99.7,0.117146898
100M1,R1,FastTreeDbl,local,100.0,0.252846192
100M1,R1,FastTreeDbl,local,99.3,0.10768781
100M1,R1,FastTreeDbl,local,100.0,0.300705422
100M1,R1,FastTreeDbl,local,100.0,0.220413996
100M1,R1,FastTreeDbl,local,100.0,0.264163266
100M1,R1,FastTreeDbl,local,95.39999999999999,0.105902569
100M1,R1,FastTreeDbl,local,100.0,0.255134263
100M1,R1,FastTreeDbl,local,98.5,0.174744341
100M1,R1,FastTreeDbl,local,99.8,0.124697586
100M1,R1,FastTreeDbl,local,100.0,0.386721266
100M1,R1,FastTreeDbl,local,100.0,0.198396883
100M1,R1,FastTreeDbl,local,91.7,0.050864915
100M1,R1,FastTreeDbl,local,96.2,0.095076815
100M1,R1,FastTreeDbl,local,100.0,0.316107427
100M1,R1,FastTreeDbl,local,98.5,0.192159809
100M1,R1,FastTreeDbl,local,98.8,0.158786101
100M1,R1,FastTreeDbl,local,95.7,0.093273358
100M1,R1,FastTreeDbl,local,99.8,0.225161339
100M1,R1,FastTreeDbl,local,87.7,0.087899934
100M1,R1,FastTreeDbl,local,90.5,0.091830986
100M1,R1,FastTreeDbl,local,100.0,0.230930843
100M1,R1,FastTreeDbl,local,100.0,0.18851786
100M1,R1,FastTreeDbl,local,99.5,0.140655271
100M1,R1,FastTreeDbl,local,76.7,0.026317328
100M1,R1,FastTreeDbl,local,100.0,0.292254495
100M1,R1,FastTreeDbl,local,100.0,0.407502863
100M1,R1,FastTreeDbl,local,100.0,0.262050707
100M1,R1,FastTreeDbl,local,100.0,0.207791618
100M1,R1,FastTreeDbl,local,80.10000000000001,0.055239488
100M1,R1,FastTreeDbl,local,100.0,0.417050149
100M1,R1,FastTreeDbl,local,98.1,0.169953679
100M1,R1,FastTreeDbl,local,100.0,0.536703675
100M1,R1,FastTreeDbl,local,95.6,0.214391012
100M1,R1,FastTreeDbl,local,97.1,0.143813834
100M1,R1,FastTreeDbl,local,100.0,0.586617736
100M1,R1,FastTreeDbl,local,88.7,0.138867128
100M1,R1,FastTreeDbl,local,98.7,0.20551169
100M1,R1,FastTreeDbl,local,75.2,0.048598709
100M1,R1,FastTreeDbl,local,100.0,0.534207765
100M1,R1,FastTreeDbl,local,93.8,0.132437667
100M1,R1,FastTreeDbl,local,78.60000000000001,0.045146721
100M1,R1,FastTreeDbl,local,100.0,0.403853657
100M1,R1,FastTreeDbl,local,99.3,0.255088027
100M1,R1,FastTreeDbl,local,94.69999999999999,0.128039779
100M1,R1,FastTreeDbl,local,97.0,0.139002726
100M1,R1,FastTreeDbl,local,81.6,0.080390727
100M1,R1,FastTreeDbl,local,100.0,0.310917802
100M1,R1,FastTreeDbl,local,86.1,0.05928232
100M1,R1,FastTreeDbl,local,97.1,0.087433913
100M1,R1,FastTreeDbl,local,100.0,0.611888795
100M1,R1,FastTreeDbl,local,100.0,0.619596795
100M1,R1,FastTreeDbl,bootstrap,100.0,0.119665364
100M1,R1,FastTreeDbl,bootstrap,100.0,0.084745027
100M1,R1,FastTreeDbl,bootstrap,100.0,0.710176889
100M1,R1,FastTreeDbl,bootstrap,100.0,0.281510291
100M1,R1,FastTreeDbl,bootstrap,100.0,0.860156547
100M1,R1,FastTreeDbl,bootstrap,100.0,0.219732041
100M1,R1,FastTreeDbl,bootstrap,100.0,0.219912738
100M1,R1,FastTreeDbl,bootstrap,100.0,0.076290602
100M1,R1,FastTreeDbl,bootstrap,100.0,0.315639265
100M1,R1,FastTreeDbl,bootstrap,100.0,0.821058226
100M1,R1,FastTreeDbl,bootstrap,100.0,0.132210049
100M1,R1,FastTreeDbl,bootstrap,0.0,0.036299697
100M1,R1,FastTreeDbl,bootstrap,100.0,0.142397189
100M1,R1,FastTreeDbl,bootstrap,100.0,0.081445259
100M1,R1,FastTreeDbl,bootstrap,100.0,0.229564985
100M1,R1,FastTreeDbl,bootstrap,100.0,0.095129883
100M1,R1,FastTreeDbl,bootstrap,100.0,0.595859024
100M1,R1,FastTreeDbl,bootstrap,100.0,0.547325456
100M1,R1,FastTreeDbl,bootstrap,100.0,0.456019609
100M1,R1,FastTreeDbl,bootstrap,100.0,0.125817412
100M1,R1,FastTreeDbl,bootstrap,100.0,0.7468523
100M1,R1,FastTreeDbl,bootstrap,100.0,0.243199951
100M1,R1,FastTreeDbl,bootstrap,100.0,0.218610133
100M1,R1,FastTreeDbl,bootstrap,100.0,0.105473611
100M1,R1,FastTreeDbl,bootstrap,100.0,0.265031875
100M1,R1,FastTreeDbl,bootstrap,0.0,0.01494004
100M1,R1,FastTreeDbl,bootstrap,100.0,0.369411991
100M1,R1,FastTreeDbl,bootstrap,100.0,0.516548983
100M1,R1,FastTreeDbl,bootstrap,100.0,0.065657247
100M1,R1,FastTreeDbl,bootstrap,100.0,0.163910227
100M1,R1,FastTreeDbl,bootstrap,100.0,0.254183531
100M1,R1,FastTreeDbl,bootstrap,100.0,0.193402606
100M1,R1,FastTreeDbl,bootstrap,100.0,0.267614452
100M1,R1,FastTreeDbl,bootstrap,0.0,0.129634955
100M1,R1,FastTreeDbl,bootstrap,100.0,0.117146898
100M1,R1,FastTreeDbl,bootstrap,100.0,0.252846192
100M1,R1,FastTreeDbl,bootstrap,100.0,0.10768781
100M1,R1,FastTreeDbl,bootstrap,100.0,0.300705422
100M1,R1,FastTreeDbl,bootstrap,100.0,0.220413996
100M1,R1,FastTreeDbl,bootstrap,100.0,0.264163266
100M1,R1,FastTreeDbl,bootstrap,100.0,0.105902569
100M1,R1,FastTreeDbl,bootstrap,100.0,0.255134263
100M1,R1,FastTreeDbl,bootstrap,100.0,0.174744341
100M1,R1,FastTreeDbl,bootstrap,100.0,0.124697586
100M1,R1,FastTreeDbl,bootstrap,100.0,0.386721266
100M1,R1,FastTreeDbl,bootstrap,100.0,0.198396883
100M1,R1,FastTreeDbl,bootstrap,100.0,0.050864915
100M1,R1,FastTreeDbl,bootstrap,100.0,0.095076815
100M1,R1,FastTreeDbl,bootstrap,100.0,0.316107427
100M1,R1,FastTreeDbl,bootstrap,100.0,0.192159809
100M1,R1,FastTreeDbl,bootstrap,100.0,0.158786101
100M1,R1,FastTreeDbl,bootstrap,100.0,0.093273358
100M1,R1,FastTreeDbl,bootstrap,100.0,0.225161339
100M1,R1,FastTreeDbl,bootstrap,100.0,0.087899934
100M1,R1,FastTreeDbl,bootstrap,100.0,0.091830986
